title,content,rating,version,votecount,votesum,time,page
骚扰短信多得不要不要得,几乎每天都会收到APP发过来的短信退出都没有用，我明明已经勾选了禁止发送但是还是有短信，真的严重侵犯了我的隐私,1,5.1.2,0,0,2022-02-18T06:07:38-07:00,2
老是发信息,怎样才能不让它老是发信息给我😭,1,5.1.2,0,0,2022-02-18T04:43:34-07:00,2
要钱,垃圾,1,5.1.2,0,0,2022-02-18T03:37:01-07:00,2
能找到一个能聊天的算我输,划了大半个月，一个能聊天都没有，还不如以前17年18年那时候的版本，还有真人,1,5.1.2,0,0,2022-02-17T22:07:31-07:00,2
垃圾,网络骗子不能骂是吗？人来骗我钱我骂他还封我号？给一星都嫌多，祝早日倒闭吧。,1,5.1.2,0,0,2022-02-17T06:22:42-07:00,2
搞心态,就求求不要遇到渣男了好吧！,2,5.1.2,0,0,2022-02-17T04:06:03-07:00,2
天天发骚扰短信，严重影响我的生活,我都把账号注销了，还一直发短信，被对象看到了，天天吵架，遂你们的意了？屏蔽一个，还换着号发？,1,5.1.2,0,0,2022-02-17T00:38:47-07:00,2
骚扰,一直发短信让我划探探，很侵犯人的隐私，我不上肯定有原因，不方便，一天发一回短信，恶心不恶心，还能不能让我们玩了。,1,5.1.2,0,0,2022-02-16T19:14:01-07:00,2
探探,这款app超适合年轻人没有时间去恋爱的情况下去选择自己的恋爱对象,5,5.1.2,0,0,2022-02-16T19:00:00-07:00,2
充钱,垃圾要冲VIP好多机器人没回复,3,5.1.2,0,0,2022-02-16T06:32:55-07:00,2
非常差劲的app,进去后有一大堆规则，很容易就被说是违反规则，邀请加微信是违反规则、邀请线下见面是违反规则、更不敢说出来玩这样的话。里面圣母白莲花一大堆，一边用着十级美颜，一边要求别人是真实头像。双标到底，有啥好用的,1,5.1.2,0,0,2022-02-16T02:20:03-07:00,2
用户体验,刚开始玩觉得挺好的，后面质量就越来越差，没有开通会员就更差了，失望。什么奇葩人物都有哎……,4,5.1.2,0,0,2022-02-16T00:54:27-07:00,2
好喜欢的软件,探探满足了我对聊天的一切幻想,5,5.1.1,0,0,2022-02-15T16:50:58-07:00,2
优秀,交朋友很好的一个平台,5,5.1.2,0,0,2022-02-15T14:58:01-07:00,2
渣,渣男太多,1,5.1.2,0,0,2022-02-14T20:04:11-07:00,2
探探一直在给我手机发短信,探探这个应用 我耍的时候还好 还发手机短信给你 卸载了也会给你发短信 以前一个星期发一次就算了 现在天天都能看见一次 或者是一两天见一次 对象看到了怎么办,1,5.1.2,0,0,2022-02-14T12:15:08-07:00,2
匹配页改良不佳,早年探探有专门的匹配页（ 配对成功）现在只有浮窗了 导致聊天率降低了 望改回去 😯,4,5.1.1,0,0,2022-02-13T19:47:35-07:00,2
匹配的都是几年前,你们这样有意思吗？,1,5.1.2,0,0,2022-02-13T19:04:52-07:00,2
不知道怎么就充值了还一直取消不了,不知道怎么就充值了还一直取消不了，还一直扣费！,1,5.1.1,0,0,2022-02-13T10:33:38-07:00,2
探探回信少,在探探里面回信的人很少交了会员费钱也没有多大作用！,3,5.1.1,0,0,2022-02-13T10:33:13-07:00,2
闪聊付费配对成功 点击却没反应,太菜了,1,5.1.1,0,0,2022-02-13T06:43:08-07:00,2
垃圾,垃圾软件，全是人机,1,5.1.1,0,0,2022-02-12T22:04:44-07:00,2
到底多久能彻底注销,到底多久能彻底注销,1,5.1.1,0,0,2022-02-12T05:01:57-07:00,2
垃圾，更新反而登陆不上软件,如题,1,5.1.1,0,0,2022-02-12T04:00:42-07:00,2
基本没活人,这个软件现在基本没什么活人 有的活人基本都是肮脏的 男的到处找人yue炮 女的基本都是鸡 lj软件建议别下载,1,5.1.1,0,0,2022-02-12T03:20:45-07:00,2
啥也不是,就是个骗钱软件，搞什么VIP不行还要超级VIP才能聊天，这也就算了发条信息还要收费，里面不是机器人就是托，真TMD坑人的软件，醒醒吧所有的兄弟们！有时间不如多出去走走。,1,5.1.1,0,0,2022-02-11T21:42:53-07:00,2
QQ能不能登？,我想知道我QQ为啥子不能登录了？,1,5.1.1,0,0,2022-02-11T09:12:59-07:00,2
真是不要脸的恶心软件,"天天乱推送消息  假发其他人发信息给你  
还有 给女用户送会员是吧  恶心吐了

软件如今更新新界面  更加垃圾  匹配聊天如果马上发信息  聊天框就会消失  直接就浪费一天一次的匹配聊天了   真是垃圾软件",1,5.1.1,0,0,2022-02-11T08:44:10-07:00,2
差到不能差,骗钱软件  ，谨慎下载,1,5.1.1,0,0,2022-02-11T04:19:09-07:00,2
不太行,用户流失好多，关键在于收费环节增加了太多，人越少越凉凉。,1,5.1.1,0,0,2022-02-11T00:11:50-07:00,2
注销,注销还要登陆账号确认？,1,5.1.1,0,0,2022-02-10T20:31:29-07:00,2
后台跑流量,自己跑流量跑26个G？什么破烂玩意？,5,5.1.1,0,0,2022-02-10T19:28:45-07:00,2
探探毁了,以前不需要会员，现在打个招呼都不行必须开会员，越来越垃圾了,1,5.1.1,0,0,2022-02-10T11:09:59-07:00,2
垃圾,垃圾APP  送会员只送女的 封号只封男的 只要举报的次数达到了 不管是不是真的都给你封了 只能给一星 垃圾,1,5.1.1,0,0,2022-02-10T04:27:32-07:00,2
